question_id,lesson_id,text,options,correct_answer,difficulty,explanation
q_316,lesson_006,You need a loan for a small business. Which might offer a quicker approval process?,"[""Bank"", ""NBFC"", ""Cooperative society"", ""Microfinance institution""]",1,5,NBFCs often have faster approval processes for small business loans due to simpler documentation.
q_317,lesson_006,You want to invest in a fixed deposit for higher returns. What is a key risk with NBFC FDs?,"[""No insurance"", ""Lower returns"", ""Longer lock-in"", ""No liquidity""]",0,5,NBFC FDs are not insured by DICGC so there is a risk of loss if the NBFC fails.
q_318,lesson_006,You are a salaried employee with a stable income. Where should you prefer to take a personal loan?,"[""Bank"", ""NBFC"", ""Either"", ""Neither""]",0,4,Banks typically offer lower rates to salaried individuals with stable income.
q_319,lesson_006,Which institution might offer more personalized customer service?,"[""Bank"", ""NBFC"", ""Both same"", ""Depends on the institution""]",1,4,NBFCs often provide more personalized service due to their smaller size and focus on niche markets.
q_320,lesson_006,You need a gold loan. Which institution is known for offering this?,"[""Only banks"", ""Only NBFCs"", ""Both banks and NBFCs"", ""Neither""]",2,4,Both banks and NBFCs offer gold loans but NBFCs might have more flexible terms.
q_321,lesson_006,"You are considering a loan against property. Which might offer a higher loan-to-value ratio, and thus a higher loan amount?","[""Bank"", ""NBFC"", ""Both same"", ""Depends on property""]",1,5,NBFCs might offer a higher loan-to-value ratio on loan against property but at higher interest rates.
q_322,lesson_006,You want to invest in a recurring deposit. Can you do this with an NBFC?,"[""Yes"", ""No"", ""Only with some NBFCs"", ""Only if you have a loan""]",0,4,NBFCs offer recurring deposits but they are not insured like bank deposits.
q_323,lesson_006,You are comparing interest rates on a personal loan. Why might an NBFC charge more?,"[""Higher cost of funds"", ""Higher profit margin"", ""Higher risk appetite"", ""All of the above""]",3,5,"NBFCs have higher cost of funds, higher risk appetite, and might have higher profit margins leading to higher rates."
q_324,lesson_006,You need a loan for education. Which institution might offer better repayment terms?,"[""Bank"", ""NBFC"", ""Both same"", ""Depends on the course""]",0,4,"Banks often have better repayment terms for education loans, including moratorium periods."
q_325,lesson_006,You are looking for a loan with minimal paperwork. Which should you consider?,"[""Bank"", ""NBFC"", ""Cooperative bank"", ""None""]",1,4,NBFCs typically require less paperwork compared to banks.
q_326,lesson_006,You have a fixed deposit with an NBFC. What happens if the NBFC fails?,"[""You lose your money"", ""You are insured up to ₹5 lakhs"", ""RBI will compensate"", ""You get partial payment""]",0,5,"NBFC FDs are not insured, so you could lose your money if the NBFC fails."
q_327,lesson_006,You need a loan for a two-wheeler. Which institution might disburse faster?,"[""Bank"", ""NBFC"", ""Both same"", ""Neither""]",1,4,NBFCs might disburse two-wheeler loans faster due to streamlined processes.
q_328,lesson_006,You are considering a loan from an NBFC. What should you check before proceeding?,"[""RBI registration"", ""Credit score"", ""Interest rate"", ""All of the above""]",3,5,"Ensure the NBFC is registered with RBI, check your credit score, and compare interest rates."
q_329,lesson_006,You want to transfer your loan from an NBFC to a bank. Is this possible?,"[""Yes, through balance transfer"", ""No"", ""Only if bank agrees"", ""Only for home loans""]",0,5,"Yes, you can transfer a loan from an NBFC to a bank through a balance transfer, but terms apply."
q_330,lesson_006,Which institution might offer loans to individuals with no credit history?,"[""Bank"", ""NBFC"", ""Both"", ""Neither""]",1,5,NBFCs are more likely to lend to individuals with no credit history based on other criteria.
q_331,lesson_006,You need a short-term loan for 6 months. Which might be more suitable?,"[""Bank"", ""NBFC"", ""Both"", ""Neither""]",1,4,NBFCs might be more flexible with short-term loans and quicker disbursal.
q_332,lesson_006,You are investing in an NBFC FD. What is a safe approach?,"[""Invest in multiple NBFCs"", ""Invest only in top-rated NBFCs"", ""Avoid NBFC FDs"", ""Invest only short-term""]",1,6,Investing in top-rated NBFCs reduces risk but always check ratings and diversify.
q_333,lesson_006,You have a loan with an NBFC and facing repayment issues. What should you do?,"[""Hide from them"", ""Contact them for restructuring"", ""Stop paying"", ""Take another loan""]",1,5,Contact the NBFC to discuss restructuring options; they might be more flexible than banks.
q_334,lesson_006,Which institution might offer higher interest rates on fixed deposits?,"[""Banks"", ""NBFCs"", ""Both same"", ""Depends on tenure""]",1,4,NBFCs often offer higher interest rates on FDs to attract investors compensating for higher risk.
q_335,lesson_006,You are a farmer needing a loan. Which institution might be more accessible?,"[""Bank"", ""NBFC"", ""Cooperative society"", ""All of the above""]",3,4,"Depending on location, NBFCs and cooperative societies might be more accessible than banks."
q_336,lesson_006,You need a loan for a startup. Which institution might be more willing?,"[""Bank"", ""NBFC"", ""Both"", ""Neither""]",1,5,NBFCs might be more willing to lend to startups due to higher risk appetite.
q_337,lesson_006,You want to invest in a monthly income scheme. Which offers this?,"[""Only banks"", ""Only NBFCs"", ""Both"", ""Neither""]",2,4,Both banks and NBFCs offer monthly income schemes but terms and risks differ.
q_338,lesson_006,You are comparing processing fees for a loan. Which typically charges higher fees?,"[""Banks"", ""NBFCs"", ""Both same"", ""No fees""]",1,4,NBFCs might charge higher processing fees to cover their costs.
q_339,lesson_006,You have a savings account with a bank. Can you link it to an NBFC loan?,"[""Yes"", ""No"", ""Only for repayment"", ""Only if NBFC allows""]",0,4,You can link your bank account for repayment of an NBFC loan through auto-debit.
q_340,lesson_006,You are considering a loan from an NBFC. What is a disadvantage?,"[""Higher interest rates"", ""No online services"", ""No customer service"", ""No loan tracking""]",0,4,The main disadvantage is higher interest rates compared to banks.
q_341,lesson_006,You need a loan against securities. Which institution might offer this?,"[""Only banks"", ""Only NBFCs"", ""Both"", ""Neither""]",2,4,Both banks and NBFCs offer loans against securities.
q_342,lesson_006,You want to open a fixed deposit online. Can you do this with an NBFC?,"[""Yes"", ""No"", ""Only with some NBFCs"", ""Only offline""]",0,4,Many NBFCs allow online fixed deposit openings.
q_343,lesson_006,You are confused between a bank and an NBFC for a loan. What should you do?,"[""Compare interest rates and terms"", ""Always choose bank"", ""Always choose NBFC"", ""Avoid both""]",0,5,"Compare interest rates, processing fees, repayment terms, and eligibility before deciding."
q_344,lesson_006,You have a fixed deposit with a bank. Can you take a loan against it from an NBFC?,"[""Yes"", ""No"", ""Only if bank allows"", ""Only for large amounts""]",1,4,You can only take a loan against a fixed deposit from the bank where it is held.
q_345,lesson_006,Which institution might have more branches in rural areas?,"[""Banks"", ""NBFCs"", ""Both"", ""Neither""]",0,4,Banks typically have more branches in rural areas due to regulatory requirements.
q_346,lesson_006,You need a loan for medical emergencies. Which might disburse faster?,"[""Bank"", ""NBFC"", ""Both same"", ""Depends on amount""]",1,4,NBFCs might disburse loans faster for emergencies due to quicker processing.
q_347,lesson_006,You are investing in an NBFC FD. What should you check?,"[""Credit rating"", ""RBI registration"", ""Tenure"", ""All of the above""]",3,5,"Check the NBFC's credit rating, RBI registration, and tenure terms before investing."
q_348,lesson_006,You have taken a loan from an NBFC. Can you prepay it without charges?,"[""Yes"", ""No"", ""Depends on terms"", ""Only after 1 year""]",2,5,Prepayment charges depend on the terms of the loan; check the agreement.
q_349,lesson_006,Which institution might offer better rates for large loans?,"[""Banks"", ""NBFCs"", ""Both same"", ""Depends on collateral""]",0,5,Banks might offer better rates for large loans due to lower cost of funds.
q_350,lesson_006,You are a first-time borrower. Where should you start?,"[""Bank"", ""NBFC"", ""Cooperative society"", ""Microfinance""]",0,4,"As a first-time borrower, start with a bank for lower rates and better terms if eligible."
q_351,lesson_007,What is the range of CIBIL credit score in India?,"[""0-100"", ""100-500"", ""300-900"", ""500-1000""]",2,4,"CIBIL score ranges from 300-900, with higher scores indicating better creditworthiness."
q_352,lesson_007,Which factor has the highest impact on your credit score?,"[""Income level"", ""Payment history"", ""Age"", ""Education""]",1,4,Payment history (35-40% weightage) is the most important factor in credit score calculation.
q_353,lesson_007,What is considered a good CIBIL score for loan approval?,"[""Above 500"", ""Above 650"", ""Above 750"", ""Above 850""]",2,4,Score above 750 is considered good and typically ensures easy loan approval at better rates.
q_354,lesson_007,"You have 3 credit cards with ₹1 lakh limit each, using ₹80,000 total. What is your credit utilization impact?","[""Excellent"", ""Good"", ""Poor"", ""Very Poor""]",2,5,"80% credit utilization (₹80,000/₹1,00,000) is poor. Recommended utilization is below 30%."
q_355,lesson_007,You never took any loan or credit card. What would be your credit score situation?,"[""Perfect 900"", ""Good 750+"", ""No score/history"", ""Poor 300""]",2,5,"Without credit history, there's no score. This can make getting first loan difficult."
q_356,lesson_007,How long does a loan default stay on your credit report?,"[""1 year"", ""3 years"", ""7 years"", ""Forever""]",2,5,"Defaults and settlements typically remain on credit report for 7 years, severely impacting score."
q_357,lesson_007,You co-signed an education loan for your cousin who is now defaulting. Impact on you?,"[""No impact, you're co-signer"", ""Minor impact only"", ""Major negative impact"", ""Depends on bank""]",2,6,Co-signers are equally responsible. Defaults affect co-signer's credit score as severely as primary borrower.
q_358,lesson_007,What strategy can improve your score from 650 to 750 in 6 months?,"[""Take more loans"", ""Close all credit cards"", ""Pay dues, reduce utilization to <30%"", ""Dispute everything""]",2,6,Paying all dues on time and reducing credit utilization below 30% shows fastest improvement.
q_359,lesson_007,You check your credit score weekly on multiple apps. What is the impact?,"[""Score drops significantly"", ""No impact - soft inquiry"", ""Improves score"", ""Depends on app""]",1,6,Self-checking (soft inquiry) doesn't affect score. Multiple hard inquiries by lenders would impact score.
q_360,lesson_007,What is the best credit behavior for someone with 810 score wanting to maintain it?,"[""Never use credit"", ""Use multiple cards maximally"", ""Maintain low utilization, diverse credit"", ""Close old accounts""]",2,6,Maintaining low utilization across diverse credit types with long history preserves excellent scores.
q_361,lesson_007,How does paying credit card bills in full affect your score?,"[""No effect"", ""Improves score"", ""Lowers score"", ""Only affects if late""]",1,4,Paying in full shows responsible credit use and improves score by maintaining low utilization.
q_362,lesson_007,What is a hard inquiry?,"[""Checking your own score"", ""Lender checking your score for loan approval"", ""Checking score through app"", ""No such thing""]",1,4,"A hard inquiry occurs when a lender checks your credit for approval, which can slightly lower your score."
q_363,lesson_007,How often should you check your credit report?,"[""Never"", ""Once a year"", ""Monthly"", ""Daily""]",1,4,Checking your credit report once a year helps ensure accuracy and detect fraud.
q_364,lesson_007,What is the impact of closing a credit card?,"[""Always improves score"", ""Always hurts score"", ""No impact"", ""Can hurt score by reducing credit history""]",3,5,"Closing a credit card can reduce your total credit limit and shorten credit history, potentially lowering score."
q_365,lesson_007,You have a credit card but never use it. What happens to your score?,"[""Improves"", ""No impact"", ""Lowers"", ""Card gets closed""]",1,4,"Not using a card has no direct impact on your credit score, but the card may be closed for inactivity which can affect score."
q_366,lesson_007,What is credit mix?,"[""Having multiple credit cards"", ""Having different types of credit (loans, cards)"", ""Using credit from multiple banks"", ""No such thing""]",1,5,"Credit mix refers to having different types of credit, such as loans and cards, which can improve score."
q_367,lesson_007,How does a late payment affect your score?,"[""No effect if small"", ""Lowers score significantly"", ""Only affects if over 30 days late"", ""Improves score if paid later""]",1,5,"Late payments can significantly lower your score, especially if over 30 days late."
q_368,lesson_007,What is the ideal credit utilization ratio?,"[""0%"", ""Below 30%"", ""50%"", ""100%""]",1,4,Keeping credit utilization below 30% is ideal for a good score.
q_369,lesson_007,You have a loan and a credit card. Which affects your score more?,"[""Loan"", ""Credit card"", ""Both equally"", ""Depends on amount""]",2,5,"Both affect your score, but payment history on both is crucial."
q_370,lesson_007,How long does it take to build a good credit score?,"[""1 month"", ""6 months"", ""1 year"", ""Several years""]",3,5,"Building a good credit score takes time, typically several years of responsible credit use."
q_371,lesson_007,What is a credit report?,"[""List of your loans"", ""Detailed record of your credit history"", ""Your income statement"", ""Your bank statement""]",1,4,"A credit report is a detailed record of your credit history, including loans and payments."
q_372,lesson_007,Who provides credit scores in India?,"[""Only CIBIL"", ""Only Experian"", ""Only Equifax"", ""All of them""]",1,4,"Multiple agencies provide credit scores in India: CIBIL, Experian, Equifax and CRIF High Mark"
q_373,lesson_007,What is the first step to build credit history?,"[""Take a large loan"", ""Get a credit card or small loan"", ""Avoid credit"", ""Check score daily""]",1,4,Getting a credit card or small loan and paying on time starts building credit history.
q_374,lesson_007,How does having multiple credit cards affect your score?,"[""Always bad"", ""Always good"", ""Can be good if used responsibly"", ""No effect""]",2,5,Multiple cards can be good if used responsibly as they increase total credit limit and reduce utilization.
q_375,lesson_007,What is the impact of applying for multiple loans at once?,"[""No impact"", ""Lowers score due to multiple hard inquiries"", ""Improves score"", ""Only affects if approved""]",1,5,Multiple hard inquiries in a short period can lower your score as it suggests credit hunger.
q_376,lesson_007,You found an error in your credit report. What should you do?,"[""Ignore it"", ""Dispute it with the credit bureau"", ""Complain to bank"", ""Take a loan""]",1,5,Dispute errors with the credit bureau to get them corrected and protect your score.
q_377,lesson_007,What is a good credit score for getting the best interest rates?,"[""650+"", ""700+"", ""750+"", ""800+""]",2,5,A score above 750 typically qualifies for the best interest rates on loans.
q_378,lesson_007,How does credit score affect your loan eligibility?,"[""No effect"", ""Determines approval and interest rates"", ""Only affects credit cards"", ""Only for large loans""]",1,4,Credit score directly affects loan approval and the interest rates you are offered.
q_379,lesson_007,What is the fastest way to improve your credit score?,"[""Pay off all debts"", ""Close all accounts"", ""Take more loans"", ""Wait for time to pass""]",0,5,"Paying off debts reduces utilization and shows responsible behavior, improving score quickly."
q_380,lesson_007,You have a low credit score. What should you avoid?,"[""Applying for more credit"", ""Paying bills on time"", ""Checking your score"", ""Using debit cards""]",0,5,Avoid applying for more credit as it leads to hard inquiries and may lower score further.
q_381,lesson_007,How does a secured credit card help build credit?,"[""It doesn't"", ""By providing credit against deposit, helping build history"", ""By offering high limits"", ""By reducing inquiries""]",1,5,"Secured credit cards require a deposit and report to bureaus, helping build credit history."
q_382,lesson_007,What is the impact of settling a loan for less than owed?,"[""Improves score"", ""No impact"", ""Lowers score"", ""Only affects if late""]",2,5,Settling a loan for less than owed is seen as negative and can lower your score.
q_383,lesson_007,How often do lenders report to credit bureaus?,"[""Daily"", ""Monthly"", ""Yearly"", ""Never""]",1,4,Lenders typically report to credit bureaus monthly.
q_384,lesson_007,What is a credit freeze?,"[""Stopping all credit"", ""Locking your credit report to prevent new accounts"", ""Closing accounts"", ""No such thing""]",1,5,"A credit freeze locks your report to prevent new accounts, useful against identity theft."
q_385,lesson_007,Can you have a good credit score with a low income?,"[""No"", ""Yes, income is not in credit report"", ""Only if no debts"", ""Only with high expenses""]",1,4,"Credit scores are based on credit history, not income, so low income doesn't directly affect score."
q_386,lesson_007,What is the best way to use a credit card for good score?,"[""Max it out"", ""Use small amount and pay in full"", ""Never use"", ""Only use for emergencies""]",1,4,Using a small amount and paying in full keeps utilization low and shows responsible use.
q_387,lesson_007,How long does positive history stay on your report?,"[""1 year"", ""5 years"", ""10 years"", ""Indefinitely""]",3,5,Positive history like paid accounts can stay on your report for many years helping your score.
q_388,lesson_007,What is a good age for credit history?,"[""1 month"", ""6 months"", ""2 years"", ""5 years""]",3,5,A longer credit history (5+ years) is better for your score.
q_389,lesson_007,You have no credit history. How can you build it?,"[""Get a secured credit card"", ""Take a small loan"", ""Become an authorized user"", ""All of the above""]",3,5,All these methods can help build credit history from scratch.
q_390,lesson_007,What is the impact of bankruptcy on credit score?,"[""No impact"", ""Lowers score significantly"", ""Improves score"", ""Only affects for 1 year""]",1,6,Bankruptcy severely lowers your score and remains on report for 7-10 years.
q_391,lesson_007,How does credit score affect insurance premiums?,"[""No effect"", ""Higher score may lower premiums"", ""Lower score may lower premiums"", ""Only for life insurance""]",1,5,"In some cases, a higher credit score can lead to lower insurance premiums as it indicates responsibility."
q_392,lesson_007,What is a credit builder loan?,"[""Loan to build credit"", ""Loan for businesses"", ""Loan with high interest"", ""No such thing""]",0,5,Credit builder loans are designed to help people build credit by making small payments.
q_393,lesson_007,Can renting an apartment affect your credit score?,"[""Yes, always"", ""No, never"", ""Only if reported to bureaus"", ""Only if you default""]",2,5,Rent payments typically don't affect credit unless reported to bureaus by the landlord.
q_394,lesson_007,What is the minimum payment on a credit card?,"[""Full balance"", ""Small amount to avoid late fee"", ""No payment needed"", ""Interest only""]",1,4,Paying the minimum amount avoids late fees but doesn't prevent interest charges.
q_395,lesson_007,How does paying only the minimum affect your score?,"[""No effect"", ""Can lower score due to high utilization"", ""Improves score"", ""Only affects if late""]",1,5,"Paying only the minimum can lead to high utilization, which may lower your score."
q_396,lesson_007,What is a good strategy if you have multiple debts?,"[""Pay off smallest first"", ""Pay off highest interest first"", ""Stop paying"", ""Take more debt""]",1,5,Paying off highest interest first saves money and can improve score by reducing debt.
q_397,lesson_007,How does a balance transfer affect your score?,"[""No effect"", ""Can lower score initially"", ""Always improves score"", ""Only if done multiple times""]",1,5,"A balance transfer may cause a hard inquiry and lower score briefly, but can help if you reduce debt."
q_398,lesson_007,What is the role of credit bureaus?,"[""Lend money"", ""Collect and maintain credit information"", ""Set interest rates"", ""Provide loans""]",1,4,Credit bureaus collect and maintain credit information to generate scores and reports.
q_399,lesson_007,Can you improve your credit score quickly?,"[""No, it takes time"", ""Yes, in 1 week"", ""Only by closing accounts"", ""Only by paying all debts""]",0,5,Improving credit score takes time as it requires consistent responsible behavior.
q_400,lesson_007,What is the most important thing for a good credit score?,"[""High income"", ""No debts"", ""On-time payments"", ""Many credit cards""]",2,5,On-time payments are the most critical factor for a good credit score.
q_401,lesson_008,"Your monthly income is ₹50,000 and total EMIs are ₹20,000. What is your debt-to-income ratio?","[""20%"", ""30%"", ""40%"", ""50%""]",2,5,"Debt-to-income ratio = (₹20,000/₹50,000) × 100 = 40%. This is a key parameter in determining your credit score and your ability to take on debt and other financial commitments."
q_402,lesson_008,What is generally considered a healthy debt-to-income ratio?,"[""Below 20%"", ""Below 40%"", ""Below 60%"", ""Below 80%""]",1,5,"Debt-to-income ratio below 40% is considered healthy, leaving room for savings and emergencies."
q_403,lesson_008,Which of these is included in debt for Debt-To-Income ratio calculation?,"[""Rent payment"", ""Credit card minimum payment"", ""Utility bills"", ""Grocery expenses""]",1,5,"Credit card minimum payments are debt obligations. Rent and utilities are expenses, not debt"
q_404,lesson_008,"Your family income is ₹1 lakh with: home loan EMI ₹35,000, car loan ₹12,000, credit card minimum ₹3,000. Can you take a ₹15,000 education loan EMI?","[""Yes, easily"", ""Yes, but stretched"", ""No, exceeds safe limit"", ""Need co-applicant""]",2,6,"Current Debt-To-Income Ratio (DTI) is 50%. Adding ₹15,000 makes it 65%, which exceeds safe limits and risks financial stress."
q_405,lesson_008,You and your spouse earn ₹1.5 lakhs and want a home loan. The bank's Debt-To-Income Ratio (DTI) limit is 50%. What is the maximum EMI you can get?,"[""₹50,000"", ""₹60,000"", ""₹75,000"", ""₹90,000""]",2,6,"50% of ₹1.5 lakhs = ₹75,000 maximum total EMIs bank will approve."
q_406,lesson_008,"Your Debt-To-Income ratio (Debt-To-Income Ratio (DTI)) is 45% and you get a 30% salary hike. If you maintain the same EMIs, what is your new Debt-To-Income Ratio (DTI)?","[""35%"", ""32%"", ""38%"", ""40%""]",0,6,"With 30% higher income and same EMIs, Debt-To-Income Ratio (DTI) improves to approximately 35% (45/1.3)."
q_407,lesson_008,"You are self-employed with variable income (₹80,000-₹1,50,000). Current EMIs ₹40,000. How should you calculate Debt-to-Income ratio?","[""Use average income"", ""Use maximum income"", ""Use minimum income"", ""Use median income""]",2,7,"Using minimum income (₹80,000) for Debt-To-Income Ratio (DTI) ensures affordability even in low-income months."
q_408,lesson_008,You have a 25% Debt-To-Income Ratio (DTI) and are considering an investment property with rental income. How to evaluate new loan?,"[""Include full rental as income"", ""Include 70% rental as income"", ""Ignore rental income"", ""Include 50% rental""]",1,7,Banks typically consider 70% of rental income accounting for vacancy and maintenance risks.
q_409,lesson_008,"You and your spouse have joint income: you earn ₹60,000 with 30% Debt-To-Income Ratio (DTI), spouse earns ₹40,000 with 10% Debt-To-Income Ratio (DTI). What is your combined Debt-To-Income Ratio (DTI) if you take a ₹40,000 EMI?","[""40%"", ""46%"", ""62%"", ""58%""]",2,7,"Combined income ₹1 lakh, existing EMIs ₹22,000, new EMI ₹40000. Total Debt-To-Income Ratio (DTI) = 62,000/100,000 = 62%"
q_410,lesson_008,"As a young professional, what Debt-To-Income Ratio (DTI) strategy ensures financial flexibility?","[""Maximize at 50% for lifestyle"", ""Keep under 30% always"", ""Vary based on life stage"", ""Ignore Debt-To-Income Ratio (DTI), focus on savings""]",2,7,"Debt-To-Income Ratio (DTI) can be higher when young/single (40%), should reduce with family responsibilities, and minimize near retirement."
q_411,lesson_008,"Your monthly income is ₹60,000. What is the maximum EMI you should have for a healthy Debt-To-Income Ratio (DTI)?","[""₹18,000"", ""₹24,000"", ""₹30,000"", ""₹36,000""]",1,5,"For Debt-To-Income Ratio (DTI) below 40%, EMI should be less than ₹24,000 (40% of ₹60,000)"
q_412,lesson_008,Which debt is not included in Debt-To-Income Ratio (DTI)?,"[""Personal loan EMI"", ""Credit card minimum payment"", ""Rent"", ""Car loan EMI""]",2,4,"Rent is an expense, not debt, so it is not included in Debt-To-Income Ratio (DTI) calculation."
q_413,lesson_008,Your Debt-To-Income Ratio (DTI) is 35%. Is this good?,"[""Yes, it's healthy"", ""No, it's too high"", ""It's average"", ""It's low""]",0,4,A Debt-To-Income Ratio (DTI) below 40% is generally considered healthy.
q_414,lesson_008,You want to take a loan but your Debt-To-Income Ratio (DTI) is 45%. What should you do?,"[""Take the loan anyway"", ""Increase income or reduce debt first"", ""Hide some debt"", ""Apply with co-applicant""]",1,6,Reduce existing debt or increase income to lower Debt-To-Income Ratio (DTI) before taking new loan.
q_415,lesson_008,How does Debt-To-Income Ratio (DTI) affect loan approval?,"[""No effect"", ""High Debt-To-Income Ratio (DTI) can lead to rejection"", ""Low Debt-To-Income Ratio (DTI) can lead to rejection"", ""Only affects interest rates""]",1,5,Lenders may reject loans if Debt-To-Income Ratio (DTI) is too high as it indicates high repayment risk.
q_416,lesson_008,"Your income is ₹70,000 and you have no debt. What is your Debt-To-Income Ratio (DTI)?","[""0%"", ""10%"", ""20%"", ""30%""]",0,4,No debt means Debt-To-Income Ratio (DTI) is 0%.
q_417,lesson_008,"You have a student loan EMI of ₹10,000 and income of ₹40,000. What is your Debt-To-Income Ratio (DTI)?","[""10%"", ""20%"", ""25%"", ""30%""]",2,4,"Debt-To-Income Ratio (DTI) = (10,000/40,000)*100 = 25%"
q_418,lesson_008,"You are paying rent of ₹15,000 and have no other debt. Is this included in Debt-To-Income Ratio (DTI)?","[""Yes"", ""No"", ""Only if high"", ""Only for home loan""]",1,4,"Rent is not debt, so it is not included in Debt-To-Income Ratio (DTI)."
q_419,lesson_008,Your Debt-To-Income Ratio (DTI) is 50%. What does this mean?,"[""Half your income goes to debt"", ""Half your income is saved"", ""You have too much income"", ""You have no debt""]",0,4,Debt-To-Income Ratio (DTI) of 50% means 50% of your income goes toward debt payments.
q_420,lesson_008,"You have two loans: EMI ₹5,000 each, income ₹50,000. What is your Debt-To-Income Ratio (DTI)?","[""10%"", ""20%"", ""30%"", ""40%""]",1,4,"Total EMI ₹10,000. Debt-To-Income Ratio (DTI) = (10,000/50,000)*100 = 20%."
q_421,lesson_008,Why is Debt-To-Income Ratio (DTI) important?,"[""It shows how much you save"", ""It measures your ability to manage debt"", ""It determines your credit score"", ""It shows your income""]",1,5,Debt-To-Income Ratio (DTI) measures your ability to manage monthly debt payments relative to income.
q_422,lesson_008,Your friend has a Debt-To-Income Ratio (DTI) of 60%. Is this risky?,"[""No, it's fine"", ""Yes, it may lead to financial stress"", ""Only if income is low"", ""Only if debts are high""]",1,5,Debt-To-Income Ratio (DTI) above 40% may indicate financial stress and difficulty in handling new debt.
q_423,lesson_008,How can you lower your Debt-To-Income Ratio (DTI)?,"[""Increase debt"", ""Increase income or reduce debt"", ""Ignore it"", ""Take more loans""]",1,5,Lower Debt-To-Income Ratio (DTI) by increasing income or paying off existing debt.
q_424,lesson_008,Does Debt-To-Income Ratio (DTI) include future EMIs?,"[""Yes"", ""No"", ""Only if approved"", ""Only for home loans""]",1,5,"When applying for a loan, lenders include the new EMI in Debt-To-Income Ratio (DTI) calculation."
q_425,lesson_008,"Your monthly income is ₹1 lakh. You have EMIs totaling ₹45,000. What is your Debt-To-Income Ratio (DTI)?","[""35%"", ""40%"", ""45%"", ""50%""]",2,4,"Debt-To-Income Ratio (DTI) = (45,000/1,00,000)*100 = 45%"
q_426,lesson_008,Is Debt-To-Income Ratio (DTI) the same as credit utilization?,"[""Yes"", ""No"", ""Sometimes"", ""For credit cards only""]",1,4,"Debt-To-Income Ratio (DTI) is debt-to-income ratio, while credit utilization is credit card balance vs limit."
q_427,lesson_008,"You have a credit card with ₹50,000 limit and ₹10,000 balance. How does this affect Debt-To-Income Ratio (DTI)?","[""No effect, as it's not EMI"", ""Included as minimum payment"", ""Included as full balance"", ""Only if paid late""]",1,5,"Credit card minimum payment is included in Debt-To-Income Ratio (DTI), not the full balance."
q_428,lesson_008,Your income is variable. How should you calculate Debt-To-Income Ratio (DTI)?,"[""Use highest income"", ""Use lowest income"", ""Use average income"", ""Use last month's income""]",2,5,Use average income for Debt-To-Income Ratio (DTI) to account for variability.
q_429,lesson_008,You are retired with pension income. How does Debt-To-Income Ratio (DTI) apply?,"[""Same as working"", ""Debt-To-Income Ratio (DTI) doesn't matter"", ""Only if you have debt"", ""Use assets instead""]",0,5,Debt-To-Income Ratio (DTI) is calculated similarly with pension income.
q_430,lesson_008,"Your Debt-To-Income Ratio (DTI) is 38%. You want a new loan with EMI ₹10,000. What should you do?","[""Take loan"", ""Check if new Debt-To-Income Ratio (DTI) is below 40%"", ""Avoid loan"", ""Increase income""]",1,5,"Calculate new Debt-To-Income Ratio (DTI) with new EMI. If below 40%, it may be acceptable."
q_431,lesson_008,Which is better: low Debt-To-Income Ratio (DTI) or high Debt-To-Income Ratio (DTI)?,"[""Low Debt-To-Income Ratio (DTI)"", ""High Debt-To-Income Ratio (DTI)"", ""Both same"", ""Depends on income""]",0,4,Low Debt-To-Income Ratio (DTI) indicates better financial health and ability to handle debt.
q_432,lesson_008,Your income increases but debt remains same. What happens to Debt-To-Income Ratio (DTI)?,"[""Increases"", ""Decreases"", ""Stays same"", ""Doubles""]",1,4,Debt-To-Income Ratio (DTI) decreases if income increases and debt remains constant.
q_433,lesson_008,"You have a personal loan EMI of ₹15,000 and income of ₹75,000. What is your Debt-To-Income Ratio (DTI)?","[""15%"", ""20%"", ""25%"", ""30%""]",1,4,"Debt-To-Income Ratio (DTI) = (15,000/75,000)*100 = 20%."
q_434,lesson_008,How often should you calculate your Debt-To-Income Ratio (DTI)?,"[""Never"", ""Once a year"", ""When considering new debt"", ""Monthly""]",2,4,Calculate Debt-To-Income Ratio (DTI) when considering new debt to ensure you stay within limits.
q_435,lesson_008,Your Debt-To-Income Ratio (DTI) is 42%. Can you get a loan?,"[""Yes, easily"", ""No, never"", ""Maybe, but terms may be strict"", ""Only from NBFCs""]",2,5,"Lenders may approve loans with Debt-To-Income Ratio (DTI) up to 50%, but terms may be less favorable."
q_436,lesson_008,What is the maximum Debt-To-Income Ratio (DTI) most lenders allow?,"[""30%"", ""40%"", ""50%"", ""60%""]",2,5,"Most lenders allow Debt-To-Income Ratio (DTI) up to 50%, but prefer lower."
q_437,lesson_008,"You have a home loan EMI of ₹20,000 and income of ₹80,000. What is your Debt-To-Income Ratio (DTI)?","[""20%"", ""25%"", ""30%"", ""35%""]",1,4,"Debt-To-Income Ratio (DTI) = (20,000/80,000)*100 = 25%."
q_438,lesson_008,Does Debt-To-Income Ratio (DTI) include business debt?,"[""Yes, if you are personally liable"", ""No"", ""Only for companies"", ""Only if high""]",0,5,"If you are personally liable for business debt, it is included in your Debt-To-Income Ratio (DTI)."
q_439,lesson_008,Your spouse has debt but you don't. How does this affect your joint Debt-To-Income Ratio (DTI)?,"[""No effect"", ""Included only if co-signed"", ""Included always"", ""Only if you live together""]",1,5,"If you are not co-signed on spouse's debt, it may not be included in your Debt-To-Income Ratio (DTI)."
